neighborhood,title,price,bedrooms,pid,longitude,date,subregion,link,latitude,sqft
 (sunnyvale),Charming and Sunny Home in nice Sunnyvale Location! Cupertino Schools!,$3345,   / 3br - 1917ft² -    ,4075590798,,Sep 18 2013,South Bay,/sby/apa/4075590798.html,,   / 3br - 1917ft² -    
 (sunnyvale),Beautifully renovated townhome with Cupertino Schools,$2500,   / 2br - 940ft² -    ,4041908389,-122.030371,Sep 18 2013,South Bay,/sby/apa/4041908389.html,37.355941,   / 2br - 940ft² -    
 (san jose north),Love where you live!,$2576,   / 2br - 1035ft² -    ,4075470330,,Sep 18 2013,South Bay,/sby/apa/4075470330.html,,   / 2br - 1035ft² -    
 (san jose south),Amazing 3 bedrooms 3 bath at Bella Villagio,$2892,   / 3br - 1319ft² -    ,4075588749,,Sep 18 2013,South Bay,/sby/apa/4075588749.html,,   / 3br - 1319ft² -    
 (san jose north),Brand New Luxury San Jose Apts- Minutes From New 49er's Stadium! ,$2150,   / 1br - 732ft² -    ,4075518439,-121.942672,Sep 18 2013,South Bay,/sby/apa/4075518439.html,37.410227,   / 1br - 732ft² -    
 (san jose south),Don't Wait! Only one at this PRICE!,$1895,   / 2br - 980ft² -    ,4075532330,-121.803773,Sep 18 2013,South Bay,/sby/apa/4075532330.html,37.234147,   / 2br - 980ft² -    
 (san jose downtown),3x2 Gorgeous Santa Barbara Apartment with Pool View,$3070,   / 3br - 1430ft² -    ,4075508551,,Sep 18 2013,South Bay,/sby/apa/4075508551.html,,   / 3br - 1430ft² -    
 (milpitas),"Relax, you've found your new home!",$3439,   / 3br -    ,4075473526,,Sep 18 2013,South Bay,/sby/apa/4075473526.html,,   / 3br -    
 (san jose east),Spacious San Jose Unit for Rent...,$1500,   / 2br -    ,4050152549,,Sep 18 2013,South Bay,/sby/apa/4050152549.html,,   / 2br -    
 (san jose downtown),*~*Stylish Loft with retail space *~* . Washer & Dryer includ,$2752,   / 1br - 1303ft² -    ,4075479576,,Sep 18 2013,South Bay,/sby/apa/4075479576.html,,   / 1br - 1303ft² -    
 (sunnyvale),Luxurious One Bed One Bath in Brand New BRE Community (SPECIALS!),$2070,   / 1br - 751ft² -    ,4075458541,,Sep 18 2013,South Bay,/sby/apa/4075458541.html,,   / 1br - 751ft² -    
 (san jose west),1 bed /1 bath Sierra Crest Condo for rent near Santana Row,$1850,   / 1br -    ,4075504754,,Sep 18 2013,South Bay,/sby/apa/4075504754.html,,   / 1br -    
 (cupertino),"BEAUTIFUL 2X2 TOWNHOME GRANITE COUNTERTOPS, FIREPLACE TOP FLOOR",$3180,   / 2br - 3180ft² -    ,4075522025,-122.044900,Sep 18 2013,South Bay,/sby/apa/4075522025.html,37.318000,   / 2br - 3180ft² -    
 (sunnyvale),"New Hardwood floor, cabinets, stainless steel appliances and more!",$2155,   / 2br - 900ft² -    ,4070984532,,Sep 18 2013,South Bay,/sby/apa/4070984532.html,,   / 2br - 900ft² -    
 (gilroy),Ultra Luxurious Living at Allium in Downtown Gilroy,$1895,   / 2br - 1412ft² -    ,4033230613,,Sep 18 2013,South Bay,/sby/apa/4033230613.html,,   / 2br - 1412ft² -    
 (san jose south),Beautiful Re-Build 4BR/2BA single level house in South San Jose,$2995,   / 4br - 1850ft² -    ,4075386162,,Sep 18 2013,South Bay,/sby/apa/4075386162.html,,   / 4br - 1850ft² -    
 (san jose south),Almaden,$4750,   / 4br - 2559ft² -    ,4075368939,,Sep 18 2013,South Bay,/sby/apa/4075368939.html,,   / 4br - 2559ft² -    
 (cupertino),Beautiful 3Br/2.5Ba townhome in Prime Cupertino Location,$3450,   / 3br - 1551ft² -    ,4075354389,-122.028564,Sep 18 2013,South Bay,/sby/apa/4075354389.html,37.319711,   / 3br - 1551ft² -    
 (sunnyvale),Pet-Friendly Homes in the Heart of SV,$1944,   / 1br - 710ft² -    ,4075392393,-122.044021,Sep 18 2013,South Bay,/sby/apa/4075392393.html,37.390653,   / 1br - 710ft² -    
 (san jose west),1 Month FREE ~ Hidden Gem walking distance 2 Santana Row,$3483,   / 3br - 1334ft² -    ,4075354540,,Sep 18 2013,South Bay,/sby/apa/4075354540.html,,   / 3br - 1334ft² -    
 (sunnyvale),"Award Winning Community, Luxurious Amenities, Ideal Location",$1956,   / 2br -    ,4075387882,-122.005336,Sep 18 2013,South Bay,/sby/apa/4075387882.html,37.354549,   / 2br -    
 (sunnyvale),"$2290 2bd 2bth 1100Sqft with WD in Sunnyvale, CA",$2290,   / 2br - 1100ft² -    ,4075372018,-122.017035,Sep 18 2013,South Bay,/sby/apa/4075372018.html,37.398579,   / 2br - 1100ft² -    
 (santa clara),Granite countertops. Energy-efficient double-pane windows.,$2295,   / 2br -    ,4075384197,-121.971931,Sep 18 2013,South Bay,/sby/apa/4075384197.html,37.325452,   / 2br -    
 (gilroy),SEEKING SMALL HOUSE OR MOBILE HOME,$1500,   / 1br - 600ft² -    ,4075381769,,Sep 18 2013,South Bay,/sby/apa/4075381769.html,,   / 1br - 600ft² -    
 (sunnyvale),Limited Time RATE for Ground Floor 1x1 Home... $1893/month,$1893,   / 1br - 710ft² -    ,4075380714,-122.044021,Sep 18 2013,South Bay,/sby/apa/4075380714.html,37.390653,   / 1br - 710ft² -    
 (cupertino),Come in now to reserve this spacious 3 bedroom 1.5 bath townhome!,$3193,   / 3br - 1212ft² -    ,4075378379,-122.023570,Sep 18 2013,South Bay,/sby/apa/4075378379.html,37.322542,   / 3br - 1212ft² -    
 (oakland east),"Incredible one bed / Breakfast Nook, Hardwood Floor",$1083,   / 1br -    ,4076639028,-122.231410,Sep 18 2013,East Bay,/eby/apa/4076639028.html,37.783174,   / 1br -    
 (san leandro),For rent: single family home in san lorenzo village,$1890,      ,4076638058,,Sep 18 2013,East Bay,/eby/apa/4076638058.html,,      
 (oakland west),"*PICS* Large Hardwood Floors, Hardwood Cabinets In This Studio",$988,      ,4076610601,-122.283280,Sep 18 2013,East Bay,/eby/apa/4076610601.html,37.818927,      
 (dublin / pleasanton / livermore),"Cake, Sushi, Yogurt, and much more just steps away!",$2995,   / 2br - 1328ft² -    ,4076586716,-121.911587,Sep 18 2013,East Bay,/eby/apa/4076586716.html,37.704357,   / 2br - 1328ft² -    
 (pittsburg / antioch),Three BR Big Lot,$1315,   / 3br -    ,4076470686,,Sep 18 2013,East Bay,/eby/apa/4076470686.html,,   / 3br -    
 (san leandro),QUIET ONE BEDROOM - WALK TO SL BART,$995,   / 1br - 700ft² -    ,4076622888,-122.158674,Sep 18 2013,East Bay,/eby/apa/4076622888.html,37.729653,   / 1br - 700ft² -    
" (Wallace, CA)",Beautiful  Resort Feel turn Key 2200.00,$2200,      ,4076606885,-120.969850,Sep 18 2013,East Bay,/eby/apa/4076606885.html,38.201192,      
 (danville / san ramon),BEAUTIFUL HOME IN WEST SIDE SAN RAMON,$3200,   / 4br - 1880ft² -    ,4067290441,-121.972643,Sep 18 2013,East Bay,/eby/apa/4067290441.html,37.762368,   / 4br - 1880ft² -    
 (albany / el cerrito),5 bedroom/3 bath Albany Home for Rent,$4000,   / 5br - 1971ft² -    ,4076602738,-122.296580,Sep 18 2013,East Bay,/eby/apa/4076602738.html,37.894181,   / 5br - 1971ft² -    
 (vallejo / benicia),"STOP!!☆**:•.•:**☆LOOK & LEASE,WE HAVE IT All HERE☆**:•.•:*",$1290,   / 2br - 900ft² -    ,4076546338,-122.257303,Sep 18 2013,East Bay,/eby/apa/4076546338.html,38.119890,   / 2br - 900ft² -    
 (alameda),Lovely Victorian Gold Coast Area,$2900,   / 2br - 1700ft² -    ,4076609587,,Sep 18 2013,East Bay,/eby/apa/4076609587.html,,   / 2br - 1700ft² -    
 (cupertino),Turn-Key Executive Condo in Cupertino,$2295,   / 1br - 850ft² -    ,4074755743,-122.032516,Sep 17 2013,South Bay,/sby/apa/4074755743.html,37.322642,   / 1br - 850ft² -    
 (los gatos),Los Gatos 2/2 for Rent,$2390,   / 2br -    ,4074753295,,Sep 17 2013,South Bay,/sby/apa/4074753295.html,,   / 2br -    
 (san jose downtown),"Now Renting 1br - Downtown SJ, small property, secured entry",$1395,   / 1br -    ,4074738703,-121.879929,Sep 17 2013,South Bay,/sby/apa/4074738703.html,37.342782,   / 1br -    
 (san jose downtown),"Large 1bdrm/1bth in historic, quiet, victorian neighborhood",$1895,   / 1br - 700ft² -    ,4074735033,-121.870665,Sep 17 2013,South Bay,/sby/apa/4074735033.html,37.335541,   / 1br - 700ft² -    
 (santa clara),"AVAIL NOW-Spacious 1 BR, Exl Loc. near Homestead/San Tomas/Kaiser Hosp",$1695,   / 1br - 750ft² -    ,4025872349,-121.977069,Sep 17 2013,South Bay,/sby/apa/4025872349.html,37.338241,   / 1br - 750ft² -    
 (san jose north),Beautiful 3-BR Townhouse in Prime North San Jose 95134 Neighborhood,$3200,   / 3br - 1325ft² -    ,4074657526,-121.956583,Sep 17 2013,South Bay,/sby/apa/4074657526.html,37.414471,   / 3br - 1325ft² -    
 (sunnyvale),$1950 Brand New Modern 1 Bdr/Bth Townhouse Available NOW!r,$2100,   / 1br - 1100ft² -    ,4050605546,-122.000600,Sep 17 2013,South Bay,/sby/apa/4050605546.html,37.398300,   / 1br - 1100ft² -    
 (campbell),Cozy 1 Bedroom! Move in 10/20 Call 408-559-1301!,$1525,   / 1br - 648ft² -    ,4074700769,,Sep 17 2013,South Bay,/sby/apa/4074700769.html,,   / 1br - 648ft² -    
 (cupertino),Remodeled Luxury Apartment next to Cupertino Library,$3000,   / 2br - 1200ft² -    ,4074677022,-122.030532,Sep 17 2013,South Bay,/sby/apa/4074677022.html,37.320636,   / 2br - 1200ft² -    
 (san jose downtown),"Studio Suite (separate full kitchen), In Converted Victorian, Availabl",$1150,      ,4016180841,-121.881698,Sep 17 2013,South Bay,/sby/apa/4016180841.html,37.326043,      
 (lafayette / orinda / moraga),ORINDA/SLEEPY HOLLOW HOUSE 4 BR $5500,$5200,   / 4br - 3000ft² -    ,4076863513,-122.182312,Sep 18 2013,East Bay,/eby/apa/4076863513.html,37.908754,   / 4br - 3000ft² -    
 (alameda),showing Thursday Sept 19 at 6:30-7:00pm ,$1280,   / 1br - 750ft² -    ,4076856701,-122.277280,Sep 18 2013,East Bay,/eby/apa/4076856701.html,37.771628,   / 1br - 750ft² -    
 (Manteca),House for Rent- Available NOW,$1325,   / 3br - 1000ft² -    ,4076869180,-121.217798,Sep 18 2013,East Bay,/eby/apa/4076869180.html,37.801622,   / 3br - 1000ft² -    
 (pittsburg / antioch),4bed2.5bath Antioch House for rent,$1900,   / 4br - 2060ft² -    ,4076867965,,Sep 18 2013,East Bay,/eby/apa/4076867965.html,,   / 4br - 2060ft² -    
 (oakland north / temescal),Live/Work Loft Oasis in a 1911 Fire Station,$3900,   / 2br - 2200ft² -    ,4071900227,-122.267296,Sep 18 2013,East Bay,/eby/apa/4071900227.html,37.840987,   / 2br - 2200ft² -    
 (lafayette / orinda / moraga),"Moraga Apartment, Under renovation, ready to move by October!",$2695,   / 2br -    ,4057455757,-122.128562,Sep 18 2013,East Bay,/eby/apa/4057455757.html,37.854411,   / 2br -    
 (pittsburg / antioch),4bed2.5bath Antioch House for rent,$1900,   / 4br - 2060ft² -    ,4076864974,,Sep 18 2013,East Bay,/eby/apa/4076864974.html,,   / 4br - 2060ft² -    
 (fremont / union city / newark),Gorgeous 3 Bed 2.5 Bath 2 Story Home in Fremont,$2550,   / 3br - 1980ft² -    ,4076856770,-121.999900,Sep 18 2013,East Bay,/eby/apa/4076856770.html,37.560500,   / 3br - 1980ft² -    
 (oakland lake merritt / grand),Nice Spacious 1 Bedroom,$1549,   / 1br -    ,4076850400,-122.260240,Sep 18 2013,East Bay,/eby/apa/4076850400.html,37.811967,   / 1br -    
 (fremont / union city / newark),3/2/1+1 Fremont Woods Condo For Rent,$2000,   / 3br - 1389ft² -    ,4076849682,-121.977918,Sep 18 2013,East Bay,/eby/apa/4076849682.html,37.542366,   / 3br - 1389ft² -    
 (vallejo / benicia),Room for Rent In Nice Location,$500,   / 1br -    ,4076822396,-122.212400,Sep 18 2013,East Bay,/eby/apa/4076822396.html,38.098500,   / 1br -    
 (vallejo / benicia),@@LIFE'S CONVENIENCES RIGHT AT YOUR FINGERTIPS@@ 707.643.1100,$1325,   / 2br - 928ft² -    ,4076498467,-122.241874,Sep 18 2013,East Bay,/eby/apa/4076498467.html,38.083062,   / 2br - 928ft² -    
 (emeryville),NO-MAINTENANCE LIFESTYLE AT THE COURTYARDS AT 65TH!**,$2705,   / 2br - 961ft² -    ,4076284624,,Sep 18 2013,East Bay,/eby/apa/4076284624.html,,   / 2br - 961ft² -    
 (vallejo / benicia),LOOKING FOR 3 PEOPLE TO SHARE A HOUSE IN BENICIA ACROSS FROM THE WATER,$1000,      ,4076481733,,Sep 18 2013,East Bay,/eby/apa/4076481733.html,,      
 (brentwood / oakley),606 Wassen Ct- Brentwood ,$2395,   / 5br - 3351ft² -    ,4076474503,,Sep 18 2013,East Bay,/eby/apa/4076474503.html,,   / 5br - 3351ft² -    
 (lafayette / orinda / moraga),"COTTAGE ORINDA, $1800, 600 s.f.",$1800,   / 1br - 600ft² -    ,4076509004,-122.174861,Sep 18 2013,East Bay,/eby/apa/4076509004.html,37.873002,   / 1br - 600ft² -    
 (dublin / pleasanton / livermore),1 BR with Convenient Business Center  and Conference Rooms,$1945,   / 1br - 708ft² -    ,4076508694,-121.872367,Sep 18 2013,East Bay,/eby/apa/4076508694.html,37.701329,   / 1br - 708ft² -    
 (fairfield / vacaville),Beautiful 4 bedroom 2 bath home for rent *newly remodeled*,$1770,   / 4br - 1456ft² -    ,4054273157,-121.998924,Sep 18 2013,East Bay,/eby/apa/4054273157.html,38.269227,   / 4br - 1456ft² -    
 (fairfield / vacaville),Beautiful 3 bedroom 2 bath home for rent *newly remodeled*,$1600,   / 3br - 1300ft² -    ,4054282276,-122.023257,Sep 18 2013,East Bay,/eby/apa/4054282276.html,38.267636,   / 3br - 1300ft² -    
 (fairfield / vacaville),Very nice 3 bedroom 2 bath home for rent *newly remodeled*,$1840,   / 3br - 1200ft² -    ,4054293065,-122.144447,Sep 18 2013,East Bay,/eby/apa/4054293065.html,38.194475,   / 3br - 1200ft² -    
 (alameda),Don't Miss this Beautiful & Spacious 2B w/ Balcony + FREE Utilities.,$1950,   / 2br - 950ft² -    ,4076455090,-122.263314,Sep 18 2013,East Bay,/eby/apa/4076455090.html,37.758922,   / 2br - 950ft² -    
 (hayward / castro valley),"3 Pools, Fitness Center, Saunas, 6 laundry facilities and more!",$1390,   / 1br - 779ft² -    ,4076361057,,Sep 18 2013,East Bay,/eby/apa/4076361057.html,,   / 1br - 779ft² -    
 (berkeley),Lovely home in great N.Berk location!,$1875,   / 2br -    ,4071046579,-122.275680,Sep 18 2013,East Bay,/eby/apa/4071046579.html,37.883025,   / 2br -    
 (dublin / pleasanton / livermore),$350 Off of First Month's Rent*! Look 'n' Lease!,$1665,   / 2br - 829ft² -    ,4076423863,-121.791387,Sep 18 2013,East Bay,/eby/apa/4076423863.html,37.680458,   / 2br - 829ft² -    
 (fremont / union city / newark),First Floor Apartment Homes Ready to Move In October,$1735,   / 1br - 701ft² -    ,4076374533,-121.928700,Sep 18 2013,East Bay,/eby/apa/4076374533.html,37.517600,   / 1br - 701ft² -    
 (berkeley north / hills),"Quiet Gourmet Ghetto 1-bdrm nr. UCB, BART",$1450,   / 1br -    ,4076423269,-122.269635,Sep 18 2013,East Bay,/eby/apa/4076423269.html,37.875633,   / 1br -    
 (fremont / union city / newark),Stop Looking And Start Living At Paragon! ,$2690,   / 2br - 1241ft² -    ,4076398989,,Sep 18 2013,East Bay,/eby/apa/4076398989.html,,   / 2br - 1241ft² -    
 (fremont / union city / newark),Spacious Lovely and in Irvington School district!  last 1 available!,$2275,   / 2br - 1150ft² -    ,4076387092,,Sep 18 2013,East Bay,/eby/apa/4076387092.html,,   / 2br - 1150ft² -    
 (concord / pleasant hill / martinez),Comfortable One Bedroom In Great Community With Many Amenities,$1553,   / 1br - 610ft² -    ,4076399917,-122.033558,Sep 18 2013,East Bay,/eby/apa/4076399917.html,37.972959,   / 1br - 610ft² -    
 (concord / pleasant hill / martinez),4 bed/2 baths ~CONCORD ~ CONVENIENT LOCATION ,$1750,   / 4br - 1325ft² -    ,4076360902,-122.033451,Sep 18 2013,East Bay,/eby/apa/4076360902.html,37.997313,   / 4br - 1325ft² -    
 (fremont / union city / newark),LOVELY SENIOR COMMUNITY! AVAILABLE 10/5!,$1325,   / 1br - 600ft² -    ,4058457007,,Sep 18 2013,East Bay,/eby/apa/4058457007.html,,   / 1br - 600ft² -    
 (hayward / castro valley),REMODELED! UPSTAIRS WITH A VIEW!,$1445,   / 1br - 700ft² -    ,4058442941,,Sep 18 2013,East Bay,/eby/apa/4058442941.html,,   / 1br - 700ft² -    
 (pacific heights),"Large, bright facing Lafayette Park",$3995,   / 2br - 1100ft² -    ,4073548458,,Sep 17 2013,SF,/sfc/apa/4073548458.html,,   / 2br - 1100ft² -    
 (Lake Merced ),Studio at Lakewood Apartments ,,  500ft² -    ,4073546859,-122.497730,Sep 17 2013,SF,/sfc/apa/4073546859.html,37.717640,  500ft² -    
 (nob hill),"SPACIOUS 1 BDRM, Great Nob Hill Area Location!",$2500,   / 1br -    ,4073545360,,Sep 17 2013,SF,/sfc/apa/4073545360.html,,   / 1br -    
 (downtown / civic / van ness),"OPERA PLAZA FURNISHED 2 BED / 2 BATH! DAWN CUSULOS, AMSI",$4500,   / 2br -    ,4073522832,,Sep 17 2013,SF,/sfc/apa/4073522832.html,,   / 2br -    
 (north beach / telegraph hill),Sunny One Bedroom,$2480,   / 1br -    ,4067585989,-122.405371,Sep 17 2013,SF,/sfc/apa/4067585989.html,37.799960,   / 1br -    
 (glen park),Georgous 3bd/2bth House in the Heart of Glen Park,$4200,   / 3br -    ,4073526114,-122.439934,Sep 17 2013,SF,/sfc/apa/4073526114.html,37.734857,   / 3br -    
 (pacific heights),1 (or 2) Bedroom ***Great Location*** Laundry On-Site,$3200,   / 1br - 1000ft² -    ,4073540375,-122.424152,Sep 17 2013,SF,/sfc/apa/4073540375.html,37.794915,   / 1br - 1000ft² -    
 (visitacion valley),Must See - Remodeled 2 Bedroom,$2350,   / 2br -    ,4073510829,-122.407205,Sep 17 2013,SF,/sfc/apa/4073510829.html,37.712880,   / 2br -    
 (marina / cow hollow),Modern Marina Living | 3B/2BA Apt | New Const. | Roof-Deck | Views !!!,$6950,   / 3br -    ,4066085695,,Sep 17 2013,SF,/sfc/apa/4066085695.html,,   / 3br -    
 (SOMA / south beach),LUXURIOUS Two Bedroom and Two Baths for Rent,$5200,   / 2br - 1120ft² -    ,4044470437,,Sep 17 2013,SF,/sfc/apa/4044470437.html,,   / 2br - 1120ft² -    
 (sunset / parkside),"REMODELED, QUIET 1 BEDROOM 1 BATH",$1765,   / 1br -    ,4073178732,-122.474624,Sep 17 2013,SF,/sfc/apa/4073178732.html,37.743097,   / 1br -    
 (inner sunset / UCSF),charming single family home with garage and yard,$3400,   / 2br -    ,4038529678,-122.454042,Sep 17 2013,SF,/sfc/apa/4038529678.html,37.750443,   / 2br -    
 (noe valley),Beautifully Furnished and Appointed Home*Heart of Noe*Parking*W/D,$8500,   / 4br - 2300ft² -    ,4025500393,-122.427123,Sep 17 2013,SF,/sfc/apa/4025500393.html,37.748496,   / 4br - 2300ft² -    
 (tenderloin),Studios at Chateau Towers,$1475,   / 300ft² -    ,4041364050,,Sep 17 2013,SF,/sfc/apa/4041364050.html,,   / 300ft² -    
 (lower pac hts),BEAUTIFUL Two Bedroom!  MUST SEE!!,$3600,   / 2br -    ,4073251253,-122.441780,Sep 17 2013,SF,/sfc/apa/4073251253.html,37.786917,   / 2br -    
 (SOMA / south beach),One Rincon Hill | Furnished 2 BR + Den Bridge View <> Skybox Realty,$11000,   / 3br - 1449ft² -    ,4073054975,-122.419420,Sep 17 2013,SF,/sfc/apa/4073054975.html,37.774930,   / 3br - 1449ft² -    
 (SOMA-Above Whole Foods),#526-Your perfect SOMA apartment available NOW!,$3284,   / 1br - 874ft² -    ,4073225934,-122.399457,Sep 17 2013,SF,/sfc/apa/4073225934.html,37.780917,   / 1br - 874ft² -    
 (USF / panhandle),Showing Thurs @ 5PM Sharp!! Updated 2BR w/ HWF and Laundry in Bldg!,$3195,   / 2br -    ,4073222580,-122.439262,Sep 17 2013,SF,/sfc/apa/4073222580.html,37.774804,   / 2br -    
 (nob hill),Studio --Great location Open House THURSDAY 19th  (6-7pm),$1500,      ,4073205307,-122.410623,Sep 17 2013,SF,/sfc/apa/4073205307.html,37.790881,      
 (saratoga),"Separate Cottage w/ Garage, Lease, $2200.",,     ,4075587636,,Sep 18 2013,South Bay,/sby/apa/4075587636.html,,     
 (mountain view),Newly Renovated Two Bedroom Two Bath With W/D!,$3049,   / 2br - 1073ft² -    ,4052599851,,Sep 18 2013,South Bay,/sby/apa/4052599851.html,,   / 2br - 1073ft² -    
 (milpitas),nice&clean 2br/1.5bth townhouse in a quiet area in milpitas,$1995,   / 2br - 976ft² -    ,4045548251,-121.877671,Sep 18 2013,South Bay,/sby/apa/4045548251.html,37.441582,   / 2br - 976ft² -    
 (cupertino),Great West Cupt Locale/Full Size WD/Granite/GE-APPS 7Pools/Spa/Streams,$3645,   / 3br - 1340ft² -    ,4075598976,,Sep 18 2013,South Bay,/sby/apa/4075598976.html,,   / 3br - 1340ft² -    
 (san jose west),"Granite Counters, Hardwood Floors, Luxurious Interior, Heated Pool/Spa",$2825,   / 2br - 1145ft² -    ,4075697518,,Sep 18 2013,South Bay,/sby/apa/4075697518.html,,   / 2br - 1145ft² -    
 (san jose north),Rⓔady to Move Yesterday? SⓉop StaⓇing & SⓉart Living,$2053,   / 1br - 737ft² -    ,4075697169,,Sep 18 2013,South Bay,/sby/apa/4075697169.html,,   / 1br - 737ft² -    
 (san jose north),"Dual master available in luxury community, walking distance from Cisco",$2330,   / 2br - 991ft² -    ,4075697191,,Sep 18 2013,South Bay,/sby/apa/4075697191.html,,   / 2br - 991ft² -    
